geoname,geonum,b25077001,b25077_moe001,b19013001,b19013_moe001
1,1080459518021,545900,56414,85913,8858
2,1080459518022,,,83101,30276
1,1080459518031,386900,112794,70439,38994
2,1080459518032,612000,152191,54957,30460
3,1080459518033,425000,320156,44611,6223
1,1080459518041,301900,98091,60872,7624
2,1080459518042,620300,101253,84318,15943
3,1080459518043,846100,123089,55817,26737
1,1080459519011,293100,49415,65156,25015
2,1080459519012,211300,15313,52128,7211
1,1080459519021,258200,30857,41682,11188
2,1080459519022,,,50968,24969
3,1080459519023,289900,24885,71838,29293
1,1080459520011,228400,139999,42665,7132
2,1080459520012,198300,32043,52264,5518
1,1080459520021,256900,31037,66708,14669
2,1080459520022,170500,23917,63667,7808
3,1080459520023,252100,47920,57083,34494
4,1080459520024,170500,34967,,
5,1080459520025,181800,17499,53444,24154
6,1080459520026,,,32841,21632
1,1080459521001,123800,57702,28977,6428
2,1080459521002,135100,126114,78333,17500
3,1080459521003,229500,64560,81923,26435
4,1080459521004,333300,63630,56053,13649
1,1080470138001,301000,102238,75234,12346
2,1080470138002,227300,19491,58047,13548
3,1080470138003,216000,51845,51875,13544
4,1080470138004,309800,39890,71044,24414
1,1080490001001,317400,51716,55875,10924
2,1080490001002,193100,18945,52426,11349
1,1080490002011,275700,26491,56111,11653
2,1080490002012,361700,47779,79250,27359
3,1080490002013,191500,32563,61125,18060
1,1080490002021,233800,20179,80139,27127
2,1080490002022,430300,89511,80909,16866
3,1080490002023,401900,87160,49435,40940
4,1080490002024,292300,55870,64762,19427
1,1080519636001,453300,227587,,
2,1080519636002,250000,129561,57250,21009
3,1080519636003,326900,45582,67228,26103
4,1080519636004,277400,41778,85417,41407
5,1080519636005,219700,57739,58807,13261
6,1080519636006,372800,29458,63182,11727
7,1080519636007,365200,77603,29250,22433
8,1080519636008,215900,125168,46458,41041
1,1080519637001,165400,6590,21588,3706
2,1080519637002,304200,48648,57857,26287
3,1080519637003,178300,29249,36420,18271
4,1080519637004,271100,39218,28158,19425
5,1080519637005,317700,143111,60610,29959
1,1080519638001,490900,140715,44961,28013
2,1080519638002,382600,72166,48563,8455
3,1080519638003,601200,269600,66776,10337
4,1080519638004,765300,186374,47857,18415
5,1080519638005,323000,75713,89688,21084
1,1080519639001,326000,89175,68625,16257
2,1080519639002,364300,124925,60263,11555
1,1080539731001,276000,27976,57083,6141
1,1080559606001,90600,54770,20625,9291
2,1080559606002,84000,34738,19647,5554
3,1080559606003,97500,6736,25750,11470
4,1080559606004,72300,6776,33246,7301
1,1080559609001,204500,29544,30417,4924
2,1080559609002,218200,27190,42533,3606
3,1080559609003,160200,19597,57500,19786
1,1080579556001,232300,27479,56827,16473
2,1080579556002,105900,17089,42361,5316
1,1080590098061,287900,24815,83056,15733
2,1080590098062,476700,29058,107963,17008
1,1080590098071,232100,14893,42431,4743
2,1080590098072,339900,20681,85227,27787
1,1080590098081,336000,17137,49918,20483
2,1080590098082,537000,99721,110938,33572
3,1080590098083,349100,19775,82841,24493
4,1080590098084,517100,61761,150156,44460
1,1080590098151,289800,17707,85868,9496
2,1080590098152,353000,13601,101806,20617
1,1080590098231,218300,9218,90286,11018
2,1080590098232,232600,8716,87560,5110
3,1080590098233,259900,10737,80875,18339
1,1080590098241,236400,10448,88065,9867
2,1080590098242,249300,21938,74741,15497
1,1080590098271,339500,21629,78051,6498
2,1080590098272,394200,37131,140040,73228
3,1080590098273,193600,21546,69679,22709
1,1080590098281,358800,29527,118188,15544
2,1080590098282,236200,12244,81429,19411
3,1080590098283,233500,13178,87917,11887
4,1080590098284,223300,14592,57177,14947
1,1080590098291,250000,12992,92500,18609
1,1080590098301,163400,12977,57359,6484
1,1080590098311,,,47470,10994
2,1080590098312,,,44429,7694
1,1080590098321,211100,14265,63750,18361
2,1080590098322,216300,12501,76111,22225
1,1080590098331,147200,12002,41176,27061
2,1080590098332,247700,35254,89853,6663
3,1080590098333,272000,9173,56691,31749
4,1080590098334,288400,34810,97578,54438
5,1080590098335,198800,32818,51992,16568
1,1080590098341,172700,8243,57981,12806
2,1080590098342,174900,26306,53750,17460
3,1080590098343,262300,13311,87000,14635
1,1080590098351,268800,13253,97105,21913
2,1080590098352,292600,17955,95089,22202
1,1080590098361,437000,16046,116927,15691
2,1080590098362,286500,12665,89397,11106
1,1080590098371,569000,29276,150962,16208
2,1080590098372,547700,33828,141528,19275
1,1080590098381,380800,15358,107171,14219
2,1080590098382,468900,16813,153750,26825
1,1080590098391,354700,16165,103333,25332
2,1080590098392,292600,9976,97500,10655
1,1080590098401,242900,16084,71432,4748
2,1080590098402,272900,25232,81250,12391
1,1080590098411,272400,10887,82031,16133
2,1080590098412,242100,11682,82734,14460
1,1080590098421,479700,79830,120069,28456
2,1080590098422,423800,34701,100278,24777
1,1080590098431,529800,155541,62038,32841
2,1080590098432,381300,155273,73672,61720
3,1080590098433,469500,35386,123667,24419
4,1080590098434,259600,46417,100662,14417
1,1080590098451,486600,42525,120500,13221
2,1080590098452,607500,30307,144853,19746
3,1080590098453,782600,111551,139417,35662
1,1080590098461,674000,47523,120221,50034
2,1080590098462,531300,94605,107031,65387
3,1080590098463,461800,70953,121292,17795
4,1080590098464,348200,31212,73636,11267
1,1080590098471,586200,41901,137024,34600
2,1080590098472,278500,29893,57586,10406
1,1080590098481,794000,139743,120917,68662
2,1080590098482,571400,158961,66333,21970
3,1080590098483,523600,100264,116731,56047
1,1080590098491,,,25471,8103
2,1080590098492,58600,53055,46406,26084
3,1080590098493,523000,48009,152885,32336
4,1080590098494,468200,25731,95368,33668
5,1080590098495,,,46890,8850
1,1080590098501,619200,30504,169250,28077
2,1080590098502,557000,73842,118333,18489
1,1080590098511,373900,44663,80379,15584
2,1080590098512,275400,17321,81908,22630
3,1080590098513,411900,47714,126161,23702
1,1080590098521,350300,21769,67000,33364
2,1080590098522,421200,30027,122656,14767
3,1080590098523,451700,136393,98125,63178
1,1080590099001,289500,54876,52375,21066
2,1080590099002,355400,25150,56053,13031
3,1080590099003,418600,51809,50551,17993
1,1080590100001,480800,134523,36007,2172
2,1080590100002,434800,123137,51985,22876
3,1080590100003,391300,41895,34934,22035
1,1080590101001,,,31152,3728
2,1080590101002,178400,38137,64083,14036
3,1080590101003,253500,35825,71726,19013
4,1080590101004,266700,25052,,
1,1080590102051,350300,20250,84792,12605
2,1080590102052,338300,12129,80000,19251
1,1080590102061,235600,8243,67679,30016
2,1080590102062,239000,11952,89063,28830
3,1080590102063,268800,17142,69792,13849
1,1080590102081,195800,8998,57500,23517
2,1080590102082,239700,15264,63333,16192
3,1080590102083,233100,9967,63621,16780
4,1080590102084,198600,25528,57868,42858
1,1080590102091,120300,17157,41711,10651
2,1080590102092,188000,15150,65772,15177
3,1080590102093,228900,9186,63854,15547
4,1080590102094,199300,26418,64653,17034
1,1080590102101,234800,15246,58929,15976
2,1080590102102,317000,32096,94583,25844
1,1080590102111,309400,30228,57361,37975
2,1080590102112,254300,23470,43472,15136
3,1080590102113,256900,21790,54821,16994
1,1080590102121,215800,10065,65703,20000
2,1080590102122,217400,14504,85345,20540
3,1080590102123,232900,15495,82125,19115
4,1080590102124,215300,32910,43800,11916
1,1080590102131,208700,22969,46192,11058
2,1080590102132,207800,23950,40156,21756
3,1080590102133,228200,16740,64219,40775
4,1080590102134,203200,16094,42813,19078
1,1080590103031,249100,73084,112500,38364
2,1080590103032,266500,25098,75063,31333
3,1080590103033,,,31750,15236
4,1080590103034,269300,22070,56438,18758
5,1080590103035,277400,17714,87422,35198
1,1080590103041,229100,9670,68333,7519
2,1080590103042,183800,28144,52500,14716
3,1080590103043,202400,15862,72616,15084
1,1080590103051,124600,39442,43558,7569
2,1080590103052,181300,18337,44750,8438
3,1080590103053,198000,9696,60764,11367
4,1080590103054,211300,43975,48867,21965
1,1080590103061,227300,17614,81667,20934
2,1080590103062,238900,14624,69063,15808
3,1080590103063,247100,38391,51607,27642
1,1080590103071,195400,17575,50491,5896
2,1080590103072,245700,31739,100302,46151
3,1080590103073,263600,37222,43952,5605
1,1080590103081,200700,26776,50000,12239
2,1080590103082,230700,13112,64583,15925
3,1080590103083,294200,30910,81386,6547
1,1080590104021,177700,21420,36447,13573
2,1080590104022,204300,63233,45662,25366
3,1080590104023,189200,11676,38667,15315
4,1080590104024,109000,17854,47500,11984
1,1080590104031,185000,16450,45161,5436
2,1080590104032,218300,41990,58047,12675
3,1080590104033,216700,50369,47095,10471
4,1080590104034,169900,32671,37986,13947
1,1080590104051,211000,16675,39156,5632
1,1080590104061,168300,5009,52418,2532
2,1080590104062,30800,7934,31281,4203
1,1080590105021,297000,29274,68787,15376
2,1080590105022,303200,61247,83462,46250
3,1080590105023,267100,30099,46336,13836
4,1080590105024,302700,103007,43388,30407
1,1080590105031,328800,43726,71500,26466
2,1080590105032,323600,37718,40144,4960
3,1080590105033,321700,29821,101019,14622
1,1080590105041,417100,35416,93971,33081
2,1080590105042,347800,35332,98750,32796
3,1080590105043,380400,19110,133333,19135
1,1080590106031,207600,19972,45714,13576
2,1080590106032,214600,16845,46701,11116
3,1080590106033,236400,35056,49000,12318
1,1080590106041,217900,39507,51779,12695
2,1080590106042,241200,29424,55875,18575
3,1080590106043,231100,18303,41435,19168
1,1080590107011,229500,14550,52171,15583
2,1080590107012,216700,42426,45083,8184
3,1080590107013,271900,20228,80075,4871
1,1080590107021,263500,94085,29865,16889
2,1080590107022,254500,31961,40679,7932
3,1080590107023,313200,62311,39904,7933
1,1080590108011,327300,17867,83750,15774
1,1080590109011,352700,57409,96486,15173
2,1080590109012,346800,84004,57361,18566
3,1080590109013,196100,48485,65864,4917
4,1080590109014,252400,25269,46058,10348
5,1080590109015,265200,19978,77404,15125
1,1080590109021,250000,61118,41591,9971
2,1080590109022,219300,14310,31187,2117
1,1080590110001,298500,33884,36250,34729
2,1080590110002,215200,50161,33165,5392
3,1080590110003,448300,38541,65481,50137
4,1080590110004,341400,88088,60573,23775
5,1080590110005,286800,48266,66890,18106
6,1080590110006,246200,38865,43750,22461
1,1080590111001,186700,102797,21789,6313
2,1080590111002,252000,52967,66731,24721
3,1080590111003,329600,29349,98421,29796
4,1080590111004,327000,73810,34088,6752
5,1080590111005,336900,32021,83510,15553
1,1080590112021,310200,27573,79659,22404
2,1080590112022,232500,17031,79125,8001
3,1080590112023,266700,17903,64583,28247
4,1080590112024,270200,23478,,
1,1080590113001,193800,64038,50375,34106
2,1080590113002,204900,25302,39464,24122
3,1080590113003,221800,17084,62639,13742
4,1080590113004,261200,23644,56771,14242
1,1080590114011,135400,18950,37853,12002
2,1080590114012,166100,21646,37639,18531
1,1080590114021,240700,57497,42841,21289
2,1080590114022,128300,71093,33807,8049
1,1080590115501,207100,74995,32273,13182
2,1080590115502,230900,52621,23484,13107
3,1080590115503,167500,55820,34481,26092
4,1080590115504,,,20164,10004
5,1080590115505,321800,57579,41250,15506
1,1080590116011,174500,55756,26731,8040
2,1080590116012,223000,21205,63365,21797
1,1080590116021,225600,23937,56944,17188
2,1080590116022,201900,32673,43309,16421
3,1080590116023,233000,16775,30573,7155
1,1080590117011,336700,31549,90417,43353
2,1080590117012,259800,13863,79103,6975
3,1080590117013,200900,32612,65417,16809
4,1080590117014,262500,29975,71875,19906
1,1080590117021,249100,50136,80294,19023
2,1080590117022,232200,24450,59850,15008
3,1080590117023,243500,20783,61167,13338
4,1080590117024,223900,14086,77143,42454
1,1080590117081,275400,42341,56364,14967
2,1080590117082,229400,7831,76250,17368
3,1080590117083,235700,13395,67500,14385
1,1080590117091,130700,11277,45400,17013
2,1080590117092,258200,35109,53819,11369
3,1080590117093,241800,17020,90125,35037
1,1080590117101,276000,17514,57207,7899
2,1080590117102,273300,14105,93500,21820
3,1080590117103,170700,12734,44840,10977
1,1080590117111,196600,45362,49145,13926
2,1080590117112,262800,11472,79028,18688
3,1080590117113,287000,16088,90688,12432
4,1080590117114,254400,19883,47438,16276
1,1080590117121,235900,17269,74741,17136
2,1080590117122,277400,18911,80156,16502
3,1080590117123,298500,16590,92778,27607
1,1080590117201,192000,11360,64861,15143
2,1080590117202,281600,10703,59663,14962
3,1080590117203,538100,52844,160536,36091
4,1080590117204,289000,31681,83913,8411
1,1080590117211,316200,37979,54831,15792
2,1080590117212,344000,25972,104881,19559
1,1080590117231,172500,10054,62132,12677
2,1080590117232,458300,93948,35977,6671
1,1080590117241,440500,16023,145259,14251
2,1080590117242,310400,25393,100769,23327
1,1080590117251,280700,8723,92619,10888
1,1080590117261,208800,57054,63182,35078
2,1080590117262,530300,94766,116818,22581
3,1080590117263,312000,45169,98229,11717
1,1080590117271,245500,21684,79375,27963
2,1080590117272,335500,20522,95167,15293
3,1080590117273,292600,14654,66528,11084
1,1080590117281,273400,13548,77898,19163
2,1080590117282,322300,15556,76806,18146
1,1080590117291,127800,16889,51691,9442
2,1080590117292,176800,28007,76897,13736
3,1080590117293,138300,19979,40970,6267
1,1080590117301,180200,158134,28083,26930
2,1080590117302,113600,8426,46474,9890
3,1080590117303,205300,41253,61215,15272
1,1080590117311,323700,61337,80278,17554
2,1080590117312,,,53224,30047
3,1080590117313,153000,10829,49800,6275
1,1080590117321,,,65259,15344
2,1080590117322,114600,9821,41277,14652
3,1080590117323,,,50200,6578
4,1080590117324,96700,3930,51448,6474
1,1080590117331,264600,21244,52125,13859
1,1080590118031,197000,14844,58173,11505
2,1080590118032,189200,20694,69643,13134
3,1080590118033,188900,17479,43333,32143
4,1080590118034,170700,43655,40821,5242
1,1080590118041,224200,25422,65000,21666
2,1080590118042,297800,22647,72260,13373
3,1080590118043,211100,17920,66375,28516
1,1080590118051,112800,10495,37275,19459
2,1080590118052,,,32500,9459
3,1080590118053,326500,44560,81543,18442
1,1080590118061,174300,26920,30139,12019
2,1080590118062,214300,18359,45617,6964
3,1080590118063,218300,31041,21679,21058
1,1080590119041,235400,138033,41424,3285
2,1080590119042,129700,12931,50606,6912
1,1080590119511,356500,25416,68702,8896
2,1080590119512,148900,26019,50430,6131
1,1080590120221,359600,16202,143889,14001
2,1080590120222,350500,33615,85114,51804
3,1080590120223,191700,54021,57539,21916
4,1080590120224,418800,37210,141786,22746
1,1080590120231,283300,23119,91719,22461
2,1080590120232,281300,15277,77262,13868
3,1080590120233,239800,14018,77153,33213
1,1080590120241,374100,50804,113417,10141
2,1080590120242,292600,21909,94412,23528
3,1080590120243,353700,13479,117148,14006
1,1080590120261,196800,57385,54000,14102
2,1080590120262,350800,33742,72742,26092
3,1080590120263,443100,27132,77366,17023
1,1080590120271,345700,167536,99444,46100
2,1080590120272,413000,31377,115167,30853
3,1080590120273,307400,63458,80221,23682
1,1080590120301,360800,39624,83036,66831
2,1080590120302,486900,183080,76250,20564
3,1080590120303,356800,19351,73973,7996
4,1080590120304,359800,20232,81313,13739
1,1080590120311,317800,54034,75438,14419
2,1080590120312,393100,39498,114531,20867
3,1080590120313,393800,44411,82321,46752
1,1080590120321,392100,22626,83565,10849
2,1080590120322,394400,46684,87292,16589
3,1080590120323,549100,89134,115750,35294
1,1080590120331,380500,25372,88611,16651
2,1080590120332,407300,49393,130714,34298
3,1080590120333,353200,41519,125536,94810
1,1080590120341,666300,44682,130625,17225
2,1080590120342,826700,104886,211250,63825
3,1080590120343,741700,107391,153100,77049
1,1080590120351,589900,32988,181000,34504
2,1080590120352,479200,16767,149464,17192
3,1080590120353,688500,80811,150750,39751
1,1080590120361,388800,58282,102083,55766
2,1080590120362,467900,20162,147222,16824
1,1080590120371,363700,26288,82962,5300
2,1080590120372,281400,36387,96324,19892
3,1080590120373,324200,52726,79167,10895
1,1080590120381,232000,11854,80469,17839
2,1080590120382,240500,17657,77685,7189
1,1080590120391,215500,15790,72826,17437
2,1080590120392,225500,20103,79778,16555
3,1080590120393,214200,21561,91625,20362
4,1080590120394,231700,8675,74394,15957
5,1080590120395,233800,11830,81071,17082
1,1080590120411,271300,22489,64904,31579
2,1080590120412,252800,24003,103368,22870
3,1080590120413,242400,16710,103090,20944
4,1080590120414,291000,55025,97115,26570
1,1080590120421,314100,19952,94507,8358
2,1080590120422,227900,9678,86500,24100
1,1080590120431,283800,12886,104007,16058
2,1080590120432,367600,26866,114500,11188
3,1080590120433,232400,12593,69777,11902
1,1080590120441,291900,22543,117841,29444
2,1080590120442,335000,14859,64155,10833
1,1080590120451,276500,52987,85595,27465
2,1080590120452,256500,20647,83681,12964
3,1080590120453,442700,23459,102333,18843
4,1080590120454,261400,15379,93750,34347
1,1080590120461,225000,10425,70563,9102
2,1080590120462,222600,9971,78500,29865
1,1080590120471,167600,8212,47480,8003
2,1080590120472,227600,11550,92361,24282
3,1080590120473,226500,14933,74250,16511
1,1080590120481,285100,15034,56528,22853
2,1080590120482,296200,28907,93333,29789
3,1080590120483,289500,41151,71010,19627
1,1080590120491,387500,34078,123784,7993
2,1080590120492,287100,9611,128333,50428
3,1080590120493,301400,32054,86953,31630
1,1080590120501,932400,88722,131667,60557
2,1080590120502,471900,37348,82961,14788
3,1080590120503,398000,39364,57122,11987
1,1080590120511,334900,27968,114702,40461
2,1080590120512,331800,14124,88553,15681
3,1080590120513,346100,8843,82419,13369
1,1080590120521,223400,15745,81889,20311
2,1080590120522,259400,38225,52301,14332
3,1080590120523,224200,16525,71434,16629
4,1080590120524,237100,43501,61750,37445
5,1080590120525,242600,17219,84276,23537
1,1080590120531,274000,8016,93824,17289
2,1080590120532,216600,27445,96146,27853
3,1080590120533,275000,8648,94545,21122
1,1080590120541,368000,16188,72500,14019
2,1080590120542,354500,20025,83824,15995
3,1080590120543,366300,19193,125938,42723
1,1080590120551,355900,10659,97321,24239
2,1080590120552,350700,21046,119773,27341
3,1080590120553,221400,18570,66844,3639
1,1080590120571,344000,16706,99158,10809
2,1080590120572,304200,89683,102946,22122
3,1080590120573,314000,28992,108929,17132
4,1080590120574,143700,10471,73946,8176
1,1080590120581,343500,24278,102457,15591
2,1080590120582,432800,159237,92109,36700
3,1080590120583,288000,17124,76375,29752
4,1080590120584,372400,65048,94010,49893
1,1080590120591,401800,60711,77500,24157
2,1080590120592,408800,31422,146319,15974
3,1080590120593,327700,17039,96250,24015
1,1080590120601,200100,17973,61387,7626
2,1080590120602,235200,13103,88977,20395
1,1080590158001,240300,41517,41681,9129
2,1080590158002,384600,32345,89861,30365
3,1080590158003,158700,6885,51324,6783
1,1080590159001,204900,18929,68438,19768
2,1080590159002,498200,81700,44180,5599
1,1080590603001,272000,11260,116250,21538
2,1080590603002,272200,9967,117983,17424
3,1080590603003,217400,28631,86607,18389
4,1080590603004,268600,8094,91618,25564
1,1080590604001,265900,11684,105278,23566
2,1080590604002,239500,15774,95000,16110
3,1080590604003,229900,5072,75577,9381
1,1080590605001,376600,32044,58750,17786
2,1080590605002,398200,29254,109875,36274
3,1080590605003,464700,20891,151591,26796
1,1080599800001,,,,
1,1080599804001,,,,
1,1080619601001,111000,12749,40313,5490
2,1080619601002,63600,10817,40298,6134
1,1080639621001,141300,78795,51953,29073
2,1080639621002,114100,22004,46691,9716
3,1080639621003,130500,23186,46227,8233
4,1080639621004,129500,42351,33828,6192
1,1080639622001,115100,22304,53000,10778
2,1080639622002,150500,49388,36923,6285
1,1080639623001,115600,12098,37292,15442
2,1080639623002,105700,27904,30000,7452
1,1080659617001,175000,84008,42802,17099
2,1080659617002,214900,67910,59808,43252
3,1080659617003,162100,15809,70323,38713
4,1080659617004,174600,75298,60568,47618
5,1080659617005,196400,31027,34678,15924
6,1080659617006,120300,15356,41169,12592
1,1080659619001,137500,82572,60391,14154
2,1080659619002,199500,78358,41319,13609
1,1080679403001,263700,23152,59674,7157
2,1080679403002,143500,31053,47500,7834
3,1080679403003,232100,32294,55962,6971
1,1080679404001,347100,21036,70057,4885
2,1080679404002,330100,35239,64286,7335
3,1080679404003,272300,35735,58000,7302
1,1080679706001,334000,95703,69281,15200
2,1080679706002,303500,26083,83239,30216
3,1080679706003,218500,24132,60326,6843
4,1080679706004,299800,33359,67547,23208
5,1080679706005,274200,12503,73661,32608
6,1080679706006,275000,23504,42411,30196
1,1080679707011,402900,362579,44455,11906
2,1080679707012,353800,12981,93947,21332
3,1080679707013,347700,24861,63250,16105
1,1080679707031,518300,148967,90781,65466
2,1080679707032,442700,68869,98315,33245
3,1080679707033,370500,133667,52083,26412
4,1080679707034,357000,25901,55222,20197
1,1080679707041,296800,101823,74886,19134
2,1080679707042,328300,56607,39250,10894
1,1080679708001,367700,37330,85431,37661
2,1080679708002,385500,65553,50833,13446
3,1080679708003,351400,29592,51833,36208
4,1080679708004,435900,69302,60508,25381
1,1080679709001,374000,40504,55714,20247
2,1080679709002,260700,68510,49223,5029
3,1080679709003,484100,145829,58472,28909
1,1080679710001,373300,19990,63983,7260
2,1080679710002,365000,26464,60150,6450
1,1080679711001,332300,47673,34182,16444
2,1080679711002,331700,48959,43326,22641
3,1080679711003,478800,61930,52026,7451
1,1080690001001,,,21563,20334
2,1080690001002,245300,36324,30377,3830
1,1080690002011,296900,89179,29313,16210
2,1080690002012,354400,25767,80223,24285
1,1080690002021,347100,30850,51510,16692
2,1080690002022,304800,46293,66071,8302
1,1080690003001,353600,28820,87132,4766
2,1080690003002,226300,56721,60846,8064
1,1080690004011,217500,15689,46083,13817
2,1080690004012,196800,15511,41765,9572
1,1080690004021,185400,16497,30313,9093
2,1080690004022,330400,68870,59545,21532
1,1080690005031,219900,47249,31484,4693
2,1080690005032,,,,
3,1080690005033,141700,78925,21423,5378
1,1080690005041,224100,17793,22350,10856
2,1080690005042,218400,8799,50817,9567
1,1080690005051,33900,21643,24482,8498
2,1080690005052,225400,27139,37944,12041
1,1080690005061,219800,14229,46923,14746
2,1080690005062,226400,17796,55938,49781
1,1080690006001,,,,
2,1080690006002,241700,36026,15517,5590
3,1080690006003,,,,
1,1080690007001,277400,28313,38125,5641
2,1080690007002,363100,57614,54830,15909
1,1080690008011,283300,11717,42162,9232
1,1080690008021,287500,15485,51786,9593
1,1080690009011,251500,24933,51908,11357
2,1080690009012,223500,16602,39496,24096
3,1080690009013,303800,63244,42196,8265
1,1080690009021,177500,75110,28274,6217
2,1080690009022,267600,13583,57321,11001
3,1080690009023,298400,41420,73304,17217
1,1080690010031,227900,37410,51082,18834
2,1080690010032,142800,57344,35625,22413
3,1080690010033,272400,5739,47585,13069
4,1080690010034,205500,22275,80179,36645
5,1080690010035,153500,95267,31755,7025
1,1080690010041,270700,17971,65417,29322
2,1080690010042,246000,55408,61964,17494
3,1080690010043,307600,26696,64219,21851
4,1080690010044,314700,21587,69545,21256
1,1080690010071,147700,18606,35500,2471
2,1080690010072,438000,32296,79097,14872
3,1080690010073,335800,51244,108438,20777
1,1080690010081,323600,13286,99125,18655
2,1080690010082,139900,9363,45066,6618
1,1080690010091,258300,137423,66190,25152
2,1080690010092,364800,96705,102250,26778
3,1080690010093,315600,113202,102534,14242
4,1080690010094,277500,22682,82917,17699
5,1080690010095,172400,11586,68438,16616
1,1080690010101,395100,33241,123264,14874
2,1080690010102,349600,14369,84375,20231
1,1080690011041,210100,119639,19632,7967
2,1080690011042,149800,33210,48922,8155
3,1080690011043,267700,17427,85000,21488
4,1080690011044,223900,20657,67623,3202
5,1080690011045,226600,7562,72778,21959
1,1080690011061,229900,10445,41638,11565
2,1080690011062,232100,11537,31875,21202
3,1080690011063,216600,19259,58078,7094
4,1080690011064,208300,23953,41275,14665
1,1080690011071,230000,14791,58167,9198
2,1080690011072,214800,35298,19189,15723
3,1080690011073,224700,28170,43259,6432
4,1080690011074,261800,46536,58877,8104
5,1080690011075,221500,9706,77031,23671
1,1080690011091,250900,15167,60667,15887
2,1080690011092,231900,16891,75673,14565
3,1080690011093,218100,9390,80846,19279
4,1080690011094,238000,11288,70968,16869
1,1080690011101,249900,16440,64458,10236
2,1080690011102,80700,25174,16865,6230
3,1080690011103,,,33350,13101
1,1080690011111,355600,108972,40705,13811
2,1080690011112,194300,29117,45781,6979
1,1080690011121,38900,4785,42039,18116
2,1080690011122,288300,22939,73988,8993
3,1080690011123,338900,10480,107500,22352
1,1080690011131,297600,13765,89653,12718
1,1080690011141,432600,20368,127143,20305
1,1080690013011,214800,35229,47000,18786
2,1080690013012,254200,55961,60290,5415
3,1080690013013,240000,42689,44250,19289
4,1080690013014,422200,75647,92891,12509
1,1080690013041,,,29185,6488
2,1080690013042,9999,,28839,6181
1,1080690013051,230900,14381,57875,13722
2,1080690013052,188300,10105,22188,14368
1,1080690013061,,,38493,4715
1,1080690013071,250400,21347,76900,14271
1,1080690013081,353400,66088,68348,28579
2,1080690013082,273800,14682,92973,10268
3,1080690013083,397200,38324,91964,14499
1,1080690016011,166200,6773,49583,7719
2,1080690016012,215900,24497,63000,14769
1,1080690016021,205200,26316,76436,11712
2,1080690016022,295800,25535,77191,6679
1,1080690016031,247400,17984,52107,18964
2,1080690016032,325000,15459,115375,16598
3,1080690016033,208900,57819,76563,16573
1,1080690016051,283100,25856,80583,21742
1,1080690016061,292100,48164,83125,10395
1,1080690016071,287200,21189,84583,10140
1,1080690016081,442200,33352,107774,10080
1,1080690017041,176500,44979,43681,12752
2,1080690017042,166400,28671,32136,3647
3,1080690017043,200600,16038,43460,11418
1,1080690017061,283800,29106,74167,26935
2,1080690017062,230000,15103,61279,14416
3,1080690017063,221900,11679,76550,53316
4,1080690017064,246600,53841,55188,50011
5,1080690017065,163300,59411,14435,9682
1,1080690017071,,,17819,3846
2,1080690017072,193600,26762,62708,9053
3,1080690017073,224300,15845,78359,23663
1,1080690017081,309200,21458,70871,8178
1,1080690017091,312300,78773,91467,26554
2,1080690017092,441700,18867,81625,20266
3,1080690017093,272400,61802,71000,23125
4,1080690017094,341600,53266,120825,21487
1,1080690018041,178600,13679,32250,12603
2,1080690018042,185400,10794,51597,18122
3,1080690018043,225400,9558,71250,14717
4,1080690018044,216500,58118,55239,11373
1,1080690018061,251500,16154,70255,7803
2,1080690018062,229000,16998,58618,30299
3,1080690018063,315800,26375,76579,18241
1,1080690018071,221300,17158,68264,26533
2,1080690018072,284300,26515,87661,46796
3,1080690018073,209300,17105,55833,13030
4,1080690018074,225000,38453,90865,37709
1,1080690018081,407800,100371,96786,32544
2,1080690018082,384800,69960,73523,27453
3,1080690018083,303000,27682,71328,13214
1,1080690018091,309500,74790,84375,18632
2,1080690018092,276800,15114,89612,14643
3,1080690018093,286600,16752,81906,10772
1,1080690019011,187200,22892,51655,4364
2,1080690019012,171000,8526,27178,7396
3,1080690019013,215000,15787,43472,9400
1,1080690019021,221300,23009,60417,9970
2,1080690019022,220900,16723,60845,7586
3,1080690019023,181500,11844,27339,7396
4,1080690019024,220800,12076,58446,10592
1,1080690019031,,,42288,13652
2,1080690019032,247600,77647,67222,11458
3,1080690019033,357600,43747,87692,29538
1,1080690020051,171400,10583,47785,4497
2,1080690020052,189500,10530,49777,15439
1,1080690020071,160900,18259,23906,3293
2,1080690020072,195000,13919,49688,14788
3,1080690020073,240000,20376,50526,20338
1,1080690020081,191500,12171,57955,12532
2,1080690020082,169200,8602,52311,17651
1,1080690020101,394000,28100,102583,19382
1,1080690020111,222000,11184,71076,15520
2,1080690020112,357200,33769,72778,17617
3,1080690020113,324700,26634,73750,35308
4,1080690020114,242100,31549,75272,17608
1,1080690023001,289500,19615,76250,16141
2,1080690023002,331900,31695,57092,17834
1,1080690024011,307800,49930,49405,14280
2,1080690024012,247400,40381,40000,25558
1,1080690024021,263300,41513,38320,14137
2,1080690024022,271600,36659,58750,12219
3,1080690024023,430200,45613,83250,47023
1,1080690025011,352300,70313,68947,29693
2,1080690025012,432000,28879,101417,22858
1,1080690025021,245000,32060,84562,8976
2,1080690025022,227200,18280,75214,18794
3,1080690025023,204500,45868,77048,21090
4,1080690025024,176500,34282,60375,41779
1,1080690025031,283400,47472,76615,10595
1,1080690026001,409400,49363,88421,46453
